"3286";"Henry VI Part 1";"13";"1.1.77";"Messenger";"Another would fly swift, but wanteth wings;"
"3287";"Henry VI Part 1";"13";"1.1.78";"Messenger";"A third thinks, without expense at all,"
"3288";"Henry VI Part 1";"13";"1.1.79";"Messenger";"By guileful fair words peace may be obtain'd."
"3289";"Henry VI Part 1";"13";"1.1.80";"Messenger";"Awake, awake, English nobility!"
"3290";"Henry VI Part 1";"13";"1.1.81";"Messenger";"Let not sloth dim your horrors new-begot:"
"3291";"Henry VI Part 1";"13";"1.1.82";"Messenger";"Cropp'd are the flower-de-luces in your arms;"
"3292";"Henry VI Part 1";"13";"1.1.83";"Messenger";"Of England's coat one half is cut away."
"3293";"Henry VI Part 1";"14";"1.1.84";"EXETER";"Were our tears wanting to this funeral,"
"3294";"Henry VI Part 1";"14";"1.1.85";"EXETER";"These tidings would call forth their flowing tides."
"3295";"Henry VI Part 1";"15";"1.1.86";"BEDFORD";"Me they concern; Regent I am of France."
"3296";"Henry VI Part 1";"15";"1.1.87";"BEDFORD";"Give me my steeled coat. I'll fight for France."
"3297";"Henry VI Part 1";"15";"1.1.88";"BEDFORD";"Away with these disgraceful wailing robes!"
"3298";"Henry VI Part 1";"15";"1.1.89";"BEDFORD";"Wounds will I lend the French instead of eyes,"
"3299";"Henry VI Part 1";"15";"1.1.90";"BEDFORD";"To weep their intermissive miseries."
"3300";"Henry VI Part 1";"15";;"BEDFORD";"Enter to them another Messenger"
"3301";"Henry VI Part 1";"16";"1.1.91";"Messenger";"Lords, view these letters full of bad mischance."
"3302";"Henry VI Part 1";"16";"1.1.92";"Messenger";"France is revolted from the English quite,"
"3303";"Henry VI Part 1";"16";"1.1.93";"Messenger";"Except some petty towns of no import:"
"3304";"Henry VI Part 1";"16";"1.1.94";"Messenger";"The Dauphin Charles is crowned king of Rheims;"
"3305";"Henry VI Part 1";"16";"1.1.95";"Messenger";"The Bastard of Orleans with him is join'd;"
"3306";"Henry VI Part 1";"16";"1.1.96";"Messenger";"Reignier, Duke of Anjou, doth take his part;"
"3307";"Henry VI Part 1";"16";"1.1.97";"Messenger";"The Duke of Alencon flieth to his side."
"3308";"Henry VI Part 1";"17";"1.1.98";"EXETER";"The Dauphin crowned king! all fly to him!"
"3309";"Henry VI Part 1";"17";"1.1.99";"EXETER";"O, whither shall we fly from this reproach?"
"3310";"Henry VI Part 1";"18";"1.1.100";"GLOUCESTER";"We will not fly, but to our enemies' throats."
"3311";"Henry VI Part 1";"18";"1.1.101";"GLOUCESTER";"Bedford, if thou be slack, I'll fight it out."
"3312";"Henry VI Part 1";"19";"1.1.102";"BEDFORD";"Gloucester, why doubt'st thou of my forwardness?"
"3313";"Henry VI Part 1";"19";"1.1.103";"BEDFORD";"An army have I muster'd in my thoughts,"
"3314";"Henry VI Part 1";"19";"1.1.104";"BEDFORD";"Wherewith already France is overrun."
"3315";"Henry VI Part 1";"19";;"BEDFORD";"Enter another Messenger"
"3316";"Henry VI Part 1";"20";"1.1.105";"Messenger";"My gracious lords, to add to your laments,"
"3317";"Henry VI Part 1";"20";"1.1.106";"Messenger";"Wherewith you now bedew King Henry's hearse,"
"3318";"Henry VI Part 1";"20";"1.1.107";"Messenger";"I must inform you of a dismal fight"
"3319";"Henry VI Part 1";"20";"1.1.108";"Messenger";"Betwixt the stout Lord Talbot and the French."
"3320";"Henry VI Part 1";"20";"1.1.109";"Messenger";"BISHOP"
"3321";"Henry VI Part 1";"21";"1.1.110";"OF WINCHESTER";"What! wherein Talbot overcame? is't so?"
"3322";"Henry VI Part 1";"22";"1.1.111";"Messenger";"O, no; wherein Lord Talbot was o'erthrown:"
"3323";"Henry VI Part 1";"22";"1.1.112";"Messenger";"The circumstance I'll tell you more at large."
"3324";"Henry VI Part 1";"22";"1.1.113";"Messenger";"The tenth of August last this dreadful lord,"
"3325";"Henry VI Part 1";"22";"1.1.114";"Messenger";"Retiring from the siege of Orleans,"
"3326";"Henry VI Part 1";"22";"1.1.115";"Messenger";"Having full scarce six thousand in his troop."
"3327";"Henry VI Part 1";"22";"1.1.116";"Messenger";"By three and twenty thousand of the French"
"3328";"Henry VI Part 1";"22";"1.1.117";"Messenger";"Was round encompassed and set upon."
"3329";"Henry VI Part 1";"22";"1.1.118";"Messenger";"No leisure had he to enrank his men;"
"3330";"Henry VI Part 1";"22";"1.1.119";"Messenger";"He wanted pikes to set before his archers;"
"3331";"Henry VI Part 1";"22";"1.1.120";"Messenger";"Instead whereof sharp stakes pluck'd out of hedges"
"3332";"Henry VI Part 1";"22";"1.1.121";"Messenger";"They pitched in the ground confusedly,"
"3333";"Henry VI Part 1";"22";"1.1.122";"Messenger";"To keep the horsemen off from breaking in."
"3334";"Henry VI Part 1";"22";"1.1.123";"Messenger";"More than three hours the fight continued;"
"3335";"Henry VI Part 1";"22";"1.1.124";"Messenger";"Where valiant Talbot above human thought"
"3336";"Henry VI Part 1";"22";"1.1.125";"Messenger";"Enacted wonders with his sword and lance:"
"3337";"Henry VI Part 1";"22";"1.1.126";"Messenger";"Hundreds he sent to hell, and none durst stand him;"
"3338";"Henry VI Part 1";"22";"1.1.127";"Messenger";"Here, there, and every where, enraged he flew:"
"3339";"Henry VI Part 1";"22";"1.1.128";"Messenger";"The French exclaim'd, the devil was in arms;"
"3340";"Henry VI Part 1";"22";"1.1.129";"Messenger";"All the whole army stood agazed on him:"
"3341";"Henry VI Part 1";"22";"1.1.130";"Messenger";"His soldiers spying his undaunted spirit"
"3342";"Henry VI Part 1";"22";"1.1.131";"Messenger";"A Talbot! a Talbot! cried out amain"
"3343";"Henry VI Part 1";"22";"1.1.132";"Messenger";"And rush'd into the bowels of the battle."
"3344";"Henry VI Part 1";"22";"1.1.133";"Messenger";"Here had the conquest fully been seal'd up,"
"3345";"Henry VI Part 1";"22";"1.1.134";"Messenger";"If Sir John Fastolfe had not play'd the coward:"
"3346";"Henry VI Part 1";"22";"1.1.135";"Messenger";"He, being in the vaward, placed behind"
"3347";"Henry VI Part 1";"22";"1.1.136";"Messenger";"With purpose to relieve and follow them,"
"3348";"Henry VI Part 1";"22";"1.1.137";"Messenger";"Cowardly fled, not having struck one stroke."
"3349";"Henry VI Part 1";"22";"1.1.138";"Messenger";"Hence grew the general wreck and massacre;"
"3350";"Henry VI Part 1";"22";"1.1.139";"Messenger";"Enclosed were they with their enemies:"
"3351";"Henry VI Part 1";"22";"1.1.140";"Messenger";"A base Walloon, to win the Dauphin's grace,"
"3352";"Henry VI Part 1";"22";"1.1.141";"Messenger";"Thrust Talbot with a spear into the back,"
"3353";"Henry VI Part 1";"22";"1.1.142";"Messenger";"Whom all France with their chief assembled strength"
"3354";"Henry VI Part 1";"22";"1.1.143";"Messenger";"Durst not presume to look once in the face."
"3355";"Henry VI Part 1";"23";"1.1.144";"BEDFORD";"Is Talbot slain? then I will slay myself,"
"3356";"Henry VI Part 1";"23";"1.1.145";"BEDFORD";"For living idly here in pomp and ease,"
"3357";"Henry VI Part 1";"23";"1.1.146";"BEDFORD";"Whilst such a worthy leader, wanting aid,"
"3358";"Henry VI Part 1";"23";"1.1.147";"BEDFORD";"Unto his dastard foemen is betray'd."
"3359";"Henry VI Part 1";"24";"1.1.148";"Messenger";"O no, he lives; but is took prisoner,"
"3360";"Henry VI Part 1";"24";"1.1.149";"Messenger";"And Lord Scales with him and Lord Hungerford:"
"3361";"Henry VI Part 1";"24";"1.1.150";"Messenger";"Most of the rest slaughter'd or took likewise."
"3362";"Henry VI Part 1";"25";"1.1.151";"BEDFORD";"His ransom there is none but I shall pay:"
"3363";"Henry VI Part 1";"25";"1.1.152";"BEDFORD";"I'll hale the Dauphin headlong from his throne:"
"3364";"Henry VI Part 1";"25";"1.1.153";"BEDFORD";"His crown shall be the ransom of my friend;"
"3365";"Henry VI Part 1";"25";"1.1.154";"BEDFORD";"Four of their lords I'll change for one of ours."
"3366";"Henry VI Part 1";"25";"1.1.155";"BEDFORD";"Farewell, my masters; to my task will I;"
"3367";"Henry VI Part 1";"25";"1.1.156";"BEDFORD";"Bonfires in France forthwith I am to make,"
"3368";"Henry VI Part 1";"25";"1.1.157";"BEDFORD";"To keep our great Saint George's feast withal:"
"3369";"Henry VI Part 1";"25";"1.1.158";"BEDFORD";"Ten thousand soldiers with me I will take,"
"3370";"Henry VI Part 1";"25";"1.1.159";"BEDFORD";"Whose bloody deeds shall make all Europe quake."
"3371";"Henry VI Part 1";"26";"1.1.160";"Messenger";"So you had need; for Orleans is besieged;"
"3372";"Henry VI Part 1";"26";"1.1.161";"Messenger";"The English army is grown weak and faint:"
"3373";"Henry VI Part 1";"26";"1.1.162";"Messenger";"The Earl of Salisbury craveth supply,"
"3374";"Henry VI Part 1";"26";"1.1.163";"Messenger";"And hardly keeps his men from mutiny,"
"3375";"Henry VI Part 1";"26";"1.1.164";"Messenger";"Since they, so few, watch such a multitude."
"3376";"Henry VI Part 1";"27";"1.1.165";"EXETER";"Remember, lords, your oaths to Henry sworn,"
"3377";"Henry VI Part 1";"27";"1.1.166";"EXETER";"Either to quell the Dauphin utterly,"
"3378";"Henry VI Part 1";"27";"1.1.167";"EXETER";"Or bring him in obedience to your yoke."
"3379";"Henry VI Part 1";"28";"1.1.168";"BEDFORD";"I do remember it; and here take my leave,"
"3380";"Henry VI Part 1";"28";"1.1.169";"BEDFORD";"To go about my preparation."
"3381";"Henry VI Part 1";"28";;"BEDFORD";"Exit"
"3382";"Henry VI Part 1";"29";"1.1.170";"GLOUCESTER";"I'll to the Tower with all the haste I can,"
"3383";"Henry VI Part 1";"29";"1.1.171";"GLOUCESTER";"To view the artillery and munition;"
"3384";"Henry VI Part 1";"29";"1.1.172";"GLOUCESTER";"And then I will proclaim young Henry king."
"3385";"Henry VI Part 1";"29";;"GLOUCESTER";"Exit"
"3386";"Henry VI Part 1";"30";"1.1.173";"EXETER";"To Eltham will I, where the young king is,"
"3387";"Henry VI Part 1";"30";"1.1.174";"EXETER";"Being ordain'd his special governor,"
"3388";"Henry VI Part 1";"30";"1.1.175";"EXETER";"And for his safety there I'll best devise."
"3389";"Henry VI Part 1";"30";;"EXETER";"Exit"
"3390";"Henry VI Part 1";"30";"1.1.176";"EXETER";"BISHOP"
"3391";"Henry VI Part 1";"31";"1.1.177";"OF WINCHESTER";"Each hath his place and function to attend:"
"3392";"Henry VI Part 1";"31";"1.1.178";"OF WINCHESTER";"I am left out; for me nothing remains."
"3393";"Henry VI Part 1";"31";"1.1.179";"OF WINCHESTER";"But long I will not be Jack out of office:"
"3394";"Henry VI Part 1";"31";"1.1.180";"OF WINCHESTER";"The king from Eltham I intend to steal"
"3395";"Henry VI Part 1";"31";"1.1.181";"OF WINCHESTER";"And sit at chiefest stern of public weal."
"3396";"Henry VI Part 1";"31";;"OF WINCHESTER";"Exeunt"
"3397";"Henry VI Part 1";"31";;"OF WINCHESTER";"SCENE II. France. Before Orleans."
"3398";"Henry VI Part 1";"31";;"OF WINCHESTER";"Sound a flourish. Enter CHARLES, ALENCON, and REIGNIER, marching with drum and Soldiers"
"3399";"Henry VI Part 1";"1";"1.2.1";"CHARLES";"Mars his true moving, even as in the heavens"
"3400";"Henry VI Part 1";"1";"1.2.2";"CHARLES";"So in the earth, to this day is not known:"
"3401";"Henry VI Part 1";"1";"1.2.3";"CHARLES";"Late did he shine upon the English side;"
"3402";"Henry VI Part 1";"1";"1.2.4";"CHARLES";"Now we are victors; upon us he smiles."
"3403";"Henry VI Part 1";"1";"1.2.5";"CHARLES";"What towns of any moment but we have?"
"3404";"Henry VI Part 1";"1";"1.2.6";"CHARLES";"At pleasure here we lie near Orleans;"
"3405";"Henry VI Part 1";"1";"1.2.7";"CHARLES";"Otherwhiles the famish'd English, like pale ghosts,"
"3406";"Henry VI Part 1";"1";"1.2.8";"CHARLES";"Faintly besiege us one hour in a month."
"3407";"Henry VI Part 1";"2";"1.2.9";"ALENCON";"They want their porridge and their fat bull-beeves:"
"3408";"Henry VI Part 1";"2";"1.2.10";"ALENCON";"Either they must be dieted like mules"
"3409";"Henry VI Part 1";"2";"1.2.11";"ALENCON";"And have their provender tied to their mouths"
"3410";"Henry VI Part 1";"2";"1.2.12";"ALENCON";"Or piteous they will look, like drowned mice."
"3411";"Henry VI Part 1";"3";"1.2.13";"REIGNIER";"Let's raise the siege: why live we idly here?"
"3412";"Henry VI Part 1";"3";"1.2.14";"REIGNIER";"Talbot is taken, whom we wont to fear:"
"3413";"Henry VI Part 1";"3";"1.2.15";"REIGNIER";"Remaineth none but mad-brain'd Salisbury;"
"3414";"Henry VI Part 1";"3";"1.2.16";"REIGNIER";"And he may well in fretting spend his gall,"
"3415";"Henry VI Part 1";"3";"1.2.17";"REIGNIER";"Nor men nor money hath he to make war."
"3416";"Henry VI Part 1";"4";"1.2.18";"CHARLES";"Sound, sound alarum! we will rush on them."
"3417";"Henry VI Part 1";"4";"1.2.19";"CHARLES";"Now for the honour of the forlorn French!"
"3418";"Henry VI Part 1";"4";"1.2.20";"CHARLES";"Him I forgive my death that killeth me"
"3419";"Henry VI Part 1";"4";"1.2.21";"CHARLES";"When he sees me go back one foot or fly."
"3420";"Henry VI Part 1";"4";;"CHARLES";"Exeunt"
"3421";"Henry VI Part 1";"4";;"CHARLES";"Here alarum; they are beaten back by the English with great loss. Re-enter CHARLES, ALENCON, and REIGNIER"
"3422";"Henry VI Part 1";"5";"1.2.22";"CHARLES";"Who ever saw the like? what men have I!"
"3423";"Henry VI Part 1";"5";"1.2.23";"CHARLES";"Dogs! cowards! dastards! I would ne'er have fled,"
"3424";"Henry VI Part 1";"5";"1.2.24";"CHARLES";"But that they left me 'midst my enemies."
"3425";"Henry VI Part 1";"6";"1.2.25";"REIGNIER";"Salisbury is a desperate homicide;"
"3426";"Henry VI Part 1";"6";"1.2.26";"REIGNIER";"He fighteth as one weary of his life."
"3427";"Henry VI Part 1";"6";"1.2.27";"REIGNIER";"The other lords, like lions wanting food,"
"3428";"Henry VI Part 1";"6";"1.2.28";"REIGNIER";"Do rush upon us as their hungry prey."
"3429";"Henry VI Part 1";"7";"1.2.29";"ALENCON";"Froissart, a countryman of ours, records,"
"3430";"Henry VI Part 1";"7";"1.2.30";"ALENCON";"England all Olivers and Rowlands bred,"
"3431";"Henry VI Part 1";"7";"1.2.31";"ALENCON";"During the time Edward the Third did reign."
"3432";"Henry VI Part 1";"7";"1.2.32";"ALENCON";"More truly now may this be verified;"
"3433";"Henry VI Part 1";"7";"1.2.33";"ALENCON";"For none but Samsons and Goliases"
"3434";"Henry VI Part 1";"7";"1.2.34";"ALENCON";"It sendeth forth to skirmish. One to ten!"
"3435";"Henry VI Part 1";"7";"1.2.35";"ALENCON";"Lean, raw-boned rascals! who would e'er suppose"
"3436";"Henry VI Part 1";"7";"1.2.36";"ALENCON";"They had such courage and audacity?"
"3437";"Henry VI Part 1";"8";"1.2.37";"CHARLES";"Let's leave this town; for they are hare-brain'd slaves,"
"3438";"Henry VI Part 1";"8";"1.2.38";"CHARLES";"And hunger will enforce them to be more eager:"
"3439";"Henry VI Part 1";"8";"1.2.39";"CHARLES";"Of old I know them; rather with their teeth"
"3440";"Henry VI Part 1";"8";"1.2.40";"CHARLES";"The walls they'll tear down than forsake the siege."
"3441";"Henry VI Part 1";"9";"1.2.41";"REIGNIER";"I think, by some odd gimmors or device"
"3442";"Henry VI Part 1";"9";"1.2.42";"REIGNIER";"Their arms are set like clocks, stiff to strike on;"
"3443";"Henry VI Part 1";"9";"1.2.43";"REIGNIER";"Else ne'er could they hold out so as they do."
"3444";"Henry VI Part 1";"9";"1.2.44";"REIGNIER";"By my consent, we'll even let them alone."
"3445";"Henry VI Part 1";"10";"1.2.45";"ALENCON";"Be it so."
"3446";"Henry VI Part 1";"10";;"ALENCON";"Enter the BASTARD OF ORLEANS"
"3447";"Henry VI Part 1";"11";"1.2.46";"BASTARD OF ORLEANS";"Where's the Prince Dauphin? I have news for him."
"3448";"Henry VI Part 1";"12";"1.2.47";"CHARLES";"Bastard of Orleans, thrice welcome to us."
"3449";"Henry VI Part 1";"13";"1.2.48";"BASTARD OF ORLEANS";"Methinks your looks are sad, your cheer appall'd:"
"3450";"Henry VI Part 1";"13";"1.2.49";"BASTARD OF ORLEANS";"Hath the late overthrow wrought this offence?"
"3451";"Henry VI Part 1";"13";"1.2.50";"BASTARD OF ORLEANS";"Be not dismay'd, for succor is at hand:"
"3452";"Henry VI Part 1";"13";"1.2.51";"BASTARD OF ORLEANS";"A holy maid hither with me I bring,"
"3453";"Henry VI Part 1";"13";"1.2.52";"BASTARD OF ORLEANS";"Which by a vision sent to her from heaven"
"3454";"Henry VI Part 1";"13";"1.2.53";"BASTARD OF ORLEANS";"Ordained is to raise this tedious siege"
"3455";"Henry VI Part 1";"13";"1.2.54";"BASTARD OF ORLEANS";"And drive the English forth the bounds of France."
"3456";"Henry VI Part 1";"13";"1.2.55";"BASTARD OF ORLEANS";"The spirit of deep prophecy she hath,"
"3457";"Henry VI Part 1";"13";"1.2.56";"BASTARD OF ORLEANS";"Exceeding the nine sibyls of old Rome:"
"3458";"Henry VI Part 1";"13";"1.2.57";"BASTARD OF ORLEANS";"What's past and what's to come she can descry."
"3459";"Henry VI Part 1";"13";"1.2.58";"BASTARD OF ORLEANS";"Speak, shall I call her in? Believe my words,"
"3460";"Henry VI Part 1";"13";"1.2.59";"BASTARD OF ORLEANS";"For they are certain and unfallible."
"3461";"Henry VI Part 1";"14";"1.2.60";"CHARLES";"Go, call her in."
"3462";"Henry VI Part 1";"14";;"CHARLES";"Exit BASTARD OF ORLEANS"
"3463";"Henry VI Part 1";"14";"1.2.61";"CHARLES";"But first, to try her skill,"
"3464";"Henry VI Part 1";"14";"1.2.62";"CHARLES";"Reignier, stand thou as Dauphin in my place:"
"3465";"Henry VI Part 1";"14";"1.2.63";"CHARLES";"Question her proudly; let thy looks be stern:"
"3466";"Henry VI Part 1";"14";"1.2.64";"CHARLES";"By this means shall we sound what skill she hath."
"3467";"Henry VI Part 1";"14";;"CHARLES";"Re-enter the BASTARD OF ORLEANS, with JOAN LA PUCELLE"
"3468";"Henry VI Part 1";"15";"1.2.65";"REIGNIER";"Fair maid, is't thou wilt do these wondrous feats?"
"3469";"Henry VI Part 1";"16";"1.2.66";"JOAN LA PUCELLE";"Reignier, is't thou that thinkest to beguile me?"
"3470";"Henry VI Part 1";"16";"1.2.67";"JOAN LA PUCELLE";"Where is the Dauphin? Come, come from behind;"
"3471";"Henry VI Part 1";"16";"1.2.68";"JOAN LA PUCELLE";"I know thee well, though never seen before."
"3472";"Henry VI Part 1";"16";"1.2.69";"JOAN LA PUCELLE";"Be not amazed, there's nothing hid from me:"
"3473";"Henry VI Part 1";"16";"1.2.70";"JOAN LA PUCELLE";"In private will I talk with thee apart."
"3474";"Henry VI Part 1";"16";"1.2.71";"JOAN LA PUCELLE";"Stand back, you lords, and give us leave awhile."
"3475";"Henry VI Part 1";"17";"1.2.72";"REIGNIER";"She takes upon her bravely at first dash."
"3476";"Henry VI Part 1";"18";"1.2.73";"JOAN LA PUCELLE";"Dauphin, I am by birth a shepherd's daughter,"
"3477";"Henry VI Part 1";"18";"1.2.74";"JOAN LA PUCELLE";"My wit untrain'd in any kind of art."
"3478";"Henry VI Part 1";"18";"1.2.75";"JOAN LA PUCELLE";"Heaven and our Lady gracious hath it pleased"
"3479";"Henry VI Part 1";"18";"1.2.76";"JOAN LA PUCELLE";"To shine on my contemptible estate:"
"3480";"Henry VI Part 1";"18";"1.2.77";"JOAN LA PUCELLE";"Lo, whilst I waited on my tender lambs,"
"3481";"Henry VI Part 1";"18";"1.2.78";"JOAN LA PUCELLE";"And to sun's parching heat display'd my cheeks,"
"3482";"Henry VI Part 1";"18";"1.2.79";"JOAN LA PUCELLE";"God's mother deigned to appear to me"
"3483";"Henry VI Part 1";"18";"1.2.80";"JOAN LA PUCELLE";"And in a vision full of majesty"
"3484";"Henry VI Part 1";"18";"1.2.81";"JOAN LA PUCELLE";"Will'd me to leave my base vocation"
"3485";"Henry VI Part 1";"18";"1.2.82";"JOAN LA PUCELLE";"And free my country from calamity:"
"3486";"Henry VI Part 1";"18";"1.2.83";"JOAN LA PUCELLE";"Her aid she promised and assured success:"
"3487";"Henry VI Part 1";"18";"1.2.84";"JOAN LA PUCELLE";"In complete glory she reveal'd herself;"
"3488";"Henry VI Part 1";"18";"1.2.85";"JOAN LA PUCELLE";"And, whereas I was black and swart before,"
"3489";"Henry VI Part 1";"18";"1.2.86";"JOAN LA PUCELLE";"With those clear rays which she infused on me"
"3490";"Henry VI Part 1";"18";"1.2.87";"JOAN LA PUCELLE";"That beauty am I bless'd with which you see."
"3491";"Henry VI Part 1";"18";"1.2.88";"JOAN LA PUCELLE";"Ask me what question thou canst possible,"
"3492";"Henry VI Part 1";"18";"1.2.89";"JOAN LA PUCELLE";"And I will answer unpremeditated:"
"3493";"Henry VI Part 1";"18";"1.2.90";"JOAN LA PUCELLE";"My courage try by combat, if thou darest,"
"3494";"Henry VI Part 1";"18";"1.2.91";"JOAN LA PUCELLE";"And thou shalt find that I exceed my sex."
"3495";"Henry VI Part 1";"18";"1.2.92";"JOAN LA PUCELLE";"Resolve on this, thou shalt be fortunate,"
"3496";"Henry VI Part 1";"18";"1.2.93";"JOAN LA PUCELLE";"If thou receive me for thy warlike mate."
"3497";"Henry VI Part 1";"19";"1.2.94";"CHARLES";"Thou hast astonish'd me with thy high terms:"
"3498";"Henry VI Part 1";"19";"1.2.95";"CHARLES";"Only this proof I'll of thy valour make,"
"3499";"Henry VI Part 1";"19";"1.2.96";"CHARLES";"In single combat thou shalt buckle with me,"
"3500";"Henry VI Part 1";"19";"1.2.97";"CHARLES";"And if thou vanquishest, thy words are true;"
"3501";"Henry VI Part 1";"19";"1.2.98";"CHARLES";"Otherwise I renounce all confidence."
"3502";"Henry VI Part 1";"20";"1.2.99";"JOAN LA PUCELLE";"I am prepared: here is my keen-edged sword,"
"3503";"Henry VI Part 1";"20";"1.2.100";"JOAN LA PUCELLE";"Deck'd with five flower-de-luces on each side;"
"3504";"Henry VI Part 1";"20";"1.2.101";"JOAN LA PUCELLE";"The which at Touraine, in Saint Katharine's"
"3505";"Henry VI Part 1";"20";"1.2.102";"JOAN LA PUCELLE";"churchyard,"
"3506";"Henry VI Part 1";"20";"1.2.103";"JOAN LA PUCELLE";"Out of a great deal of old iron I chose forth."
"3507";"Henry VI Part 1";"21";"1.2.104";"CHARLES";"Then come, o' God's name; I fear no woman."
"3508";"Henry VI Part 1";"22";"1.2.105";"JOAN LA PUCELLE";"And while I live, I'll ne'er fly from a man."
"3509";"Henry VI Part 1";"22";;"JOAN LA PUCELLE";"Here they fight, and JOAN LA PUCELLE overcomes"
"3510";"Henry VI Part 1";"23";"1.2.106";"CHARLES";"Stay, stay thy hands! thou art an Amazon"
"3511";"Henry VI Part 1";"23";"1.2.107";"CHARLES";"And fightest with the sword of Deborah."
"3512";"Henry VI Part 1";"24";"1.2.108";"JOAN LA PUCELLE";"Christ's mother helps me, else I were too weak."
"3513";"Henry VI Part 1";"25";"1.2.109";"CHARLES";"Whoe'er helps thee, 'tis thou that must help me:"
"3514";"Henry VI Part 1";"25";"1.2.110";"CHARLES";"Impatiently I burn with thy desire;"
"3515";"Henry VI Part 1";"25";"1.2.111";"CHARLES";"My heart and hands thou hast at once subdued."
"3516";"Henry VI Part 1";"25";"1.2.112";"CHARLES";"Excellent Pucelle, if thy name be so,"
"3517";"Henry VI Part 1";"25";"1.2.113";"CHARLES";"Let me thy servant and not sovereign be:"
"3518";"Henry VI Part 1";"25";"1.2.114";"CHARLES";"'Tis the French Dauphin sueth to thee thus."
"3519";"Henry VI Part 1";"26";"1.2.115";"JOAN LA PUCELLE";"I must not yield to any rites of love,"
"3520";"Henry VI Part 1";"26";"1.2.116";"JOAN LA PUCELLE";"For my profession's sacred from above:"
"3521";"Henry VI Part 1";"26";"1.2.117";"JOAN LA PUCELLE";"When I have chased all thy foes from hence,"
"3522";"Henry VI Part 1";"26";"1.2.118";"JOAN LA PUCELLE";"Then will I think upon a recompense."
"3523";"Henry VI Part 1";"27";"1.2.119";"CHARLES";"Meantime look gracious on thy prostrate thrall."
"3524";"Henry VI Part 1";"28";"1.2.120";"REIGNIER";"My lord, methinks, is very long in talk."
"3525";"Henry VI Part 1";"29";"1.2.121";"ALENCON";"Doubtless he shrives this woman to her smock;"
"3526";"Henry VI Part 1";"29";"1.2.122";"ALENCON";"Else ne'er could he so long protract his speech."
"3527";"Henry VI Part 1";"30";"1.2.123";"REIGNIER";"Shall we disturb him, since he keeps no mean?"
"3528";"Henry VI Part 1";"31";"1.2.124";"ALENCON";"He may mean more than we poor men do know:"
"3529";"Henry VI Part 1";"31";"1.2.125";"ALENCON";"These women are shrewd tempters with their tongues."
"3530";"Henry VI Part 1";"32";"1.2.126";"REIGNIER";"My lord, where are you? what devise you on?"
"3531";"Henry VI Part 1";"32";"1.2.127";"REIGNIER";"Shall we give over Orleans, or no?"
"3532";"Henry VI Part 1";"33";"1.2.128";"JOAN LA PUCELLE";"Why, no, I say, distrustful recreants!"
"3533";"Henry VI Part 1";"33";"1.2.129";"JOAN LA PUCELLE";"Fight till the last gasp; I will be your guard."
"3534";"Henry VI Part 1";"34";"1.2.130";"CHARLES";"What she says I'll confirm: we'll fight it out."
"3535";"Henry VI Part 1";"35";"1.2.131";"JOAN LA PUCELLE";"Assign'd am I to be the English scourge."
"3536";"Henry VI Part 1";"35";"1.2.132";"JOAN LA PUCELLE";"This night the siege assuredly I'll raise:"
"3537";"Henry VI Part 1";"35";"1.2.133";"JOAN LA PUCELLE";"Expect Saint Martin's summer, halcyon days,"
"3538";"Henry VI Part 1";"35";"1.2.134";"JOAN LA PUCELLE";"Since I have entered into these wars."
"3539";"Henry VI Part 1";"35";"1.2.135";"JOAN LA PUCELLE";"Glory is like a circle in the water,"
"3540";"Henry VI Part 1";"35";"1.2.136";"JOAN LA PUCELLE";"Which never ceaseth to enlarge itself"
"3541";"Henry VI Part 1";"35";"1.2.137";"JOAN LA PUCELLE";"Till by broad spreading it disperse to nought."
"3542";"Henry VI Part 1";"35";"1.2.138";"JOAN LA PUCELLE";"With Henry's death the English circle ends;"
"3543";"Henry VI Part 1";"35";"1.2.139";"JOAN LA PUCELLE";"Dispersed are the glories it included."
"3544";"Henry VI Part 1";"35";"1.2.140";"JOAN LA PUCELLE";"Now am I like that proud insulting ship"
"3545";"Henry VI Part 1";"35";"1.2.141";"JOAN LA PUCELLE";"Which Caesar and his fortune bare at once."
"3546";"Henry VI Part 1";"36";"1.2.142";"CHARLES";"Was Mahomet inspired with a dove?"
"3547";"Henry VI Part 1";"36";"1.2.143";"CHARLES";"Thou with an eagle art inspired then."
"3548";"Henry VI Part 1";"36";"1.2.144";"CHARLES";"Helen, the mother of great Constantine,"
"3549";"Henry VI Part 1";"36";"1.2.145";"CHARLES";"Nor yet Saint Philip's daughters, were like thee."
"3550";"Henry VI Part 1";"36";"1.2.146";"CHARLES";"Bright star of Venus, fall'n down on the earth,"
"3551";"Henry VI Part 1";"36";"1.2.147";"CHARLES";"How may I reverently worship thee enough?"
"3552";"Henry VI Part 1";"37";"1.2.148";"ALENCON";"Leave off delays, and let us raise the siege."
"3553";"Henry VI Part 1";"38";"1.2.149";"REIGNIER";"Woman, do what thou canst to save our honours;"
"3554";"Henry VI Part 1";"38";"1.2.150";"REIGNIER";"Drive them from Orleans and be immortalized."
"3555";"Henry VI Part 1";"39";"1.2.151";"CHARLES";"Presently we'll try: come, let's away about it:"
"3556";"Henry VI Part 1";"39";"1.2.152";"CHARLES";"No prophet will I trust, if she prove false."
"3557";"Henry VI Part 1";"39";;"CHARLES";"Exeunt"
